entry_id	concept_id	dag	dag_translit	dag_translat	target_lang	target_lang_gltc	source	comment_source_entry	sep_entry_id	category_zabitov
2616	468	хабар			Lezgian	lezg1247	zabitov2001		1547	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2618	468	хабар			Rutul	rutu1240	zabitov2001		1547	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2617	468	хабар			Tabasaran	taba1259	zabitov2001		1547	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2614	468	хабар			Tsez	dido1241	zabitov2001		1547	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2630	469	лугъат		'диалект, наречие; акцент'	Archi	arch1244	zabitov2001		1553	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2629	469	лугъат			Budukh	budu1248	zabitov2001		1553	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2628	469	лугъат			Dargwa	darg1241	zabitov2001		1553	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2631	469	лугъат		'словарь'	Ingush	ingu1240	zabitov2001		1554	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2627	469	лугъат			Lak	lakk1252	zabitov2001		1553	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2635	470	лакьаб		‘прозвище’	Budukh	budu1248	zabitov2001		1557	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2632	470	лакIаб			Lezgian	lezg1247	zabitov2001		1555	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2634	470	лакьаб			Rutul	rutu1240	zabitov2001		1557	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2633	470	лакIам			Tabasaran	taba1259	zabitov2001		1556	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2644	471	салам			Agul	aghu1253	zabitov2001		1558	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2636	471	салам			Avar	avar1256	zabitov2001		1558	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2640	471	салам			Bezhta	bezh1248	zabitov2001		1558	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2646	471	салам			Budukh	budu1248	zabitov2001		1558	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2638	471	салам			Chamalal	cham1309	zabitov2001		1558	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2637	471	салам			Chechen	chec1245	zabitov2001		1558	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2641	471	салам			Dargwa	darg1241	zabitov2001		1558	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2647	471	ссалам		‘приветствие’	Lak	lakk1252	zabitov2001		1559	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2642	471	салам			Lezgian	lezg1247	zabitov2001		1558	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2645	471	салам			Rutul	rutu1240	zabitov2001		1558	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2643	471	салам			Tabasaran	taba1259	zabitov2001		1558	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2639	471	салам			Tsez	dido1241	zabitov2001		1558	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2648	472	мукъавиле		‘уговор, договор, соглашение’	Budukh	budu1248	zabitov2001		1560	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2650	473	икьрар			Agul	aghu1253	zabitov2001		1561	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2649	473	икьрар			Lezgian	lezg1247	zabitov2001		1561	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2651	473	икьрар			Rutul	rutu1240	zabitov2001		1561	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2652	473	йикьрар		‘уговор, договоренность, соглашение’	Tabasaran	taba1259	zabitov2001		1562	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2653	474	тешпигь			Lezgian	lezg1247	zabitov2001		2855	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2654	474	ташбигь		уподобление	Tabasaran	taba1259	zabitov2001		2856	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2655	475	такрар			Avar	avar1256	zabitov2001		1563	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2658	475	тикрар			Budukh	budu1248	zabitov2001		1565	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2656	475	тикрал			Lak	lakk1252	zabitov2001		1564	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2657	475	тикрар			Lezgian	lezg1247	zabitov2001		1565	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2659	475	текрар		‘повторение’	Tabasaran	taba1259	zabitov2001		1566	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2662	476	хIужа			Archi	arch1244	zabitov2001		1567	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2660	476	хIужа			Avar	avar1256	zabitov2001		1567	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2663	476	гьужжа			Bezhta	bezh1248	zabitov2001		1568	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2669	476	гьуьджет		‘спор’	Budukh	budu1248	zabitov2001		1574	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2661	476	хIужа			Chamalal	cham1309	zabitov2001		1567	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2665	476	хIучча		'довод, аргумент'	Lak	lakk1252	zabitov2001		1570	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2666	476	гьуьжет			Lezgian	lezg1247	zabitov2001		1571	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2668	476	гьIаджет			Rutul	rutu1240	zabitov2001		1573	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2667	476	гьюжат			Tabasaran	taba1259	zabitov2001		1572	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2664	476	хIужжа			Tsez	dido1241	zabitov2001		1569	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2673	477	бегьс			Agul	aghu1253	zabitov2001		1577	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2676	477	бас		‘соперничество, спор’	Archi	arch1244	zabitov2001		1580	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2675	477	бахІс			Budukh	budu1248	zabitov2001		1579	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2670	477	бяс			Lak	lakk1252	zabitov2001		1575	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2671	477	бягьс			Lezgian	lezg1247	zabitov2001		1576	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2674	477	багьIс			Rutul	rutu1240	zabitov2001		1578	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2672	477	бягьс			Tabasaran	taba1259	zabitov2001		1576	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2679	478	таьваькъкъаь			Khinalug	khin1240	zabitov2001		1583	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2677	478	тавакъюъ			Lak	lakk1252	zabitov2001		1581	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2678	478	тавакъу			Lezgian	lezg1247	zabitov2001		1582	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2680	478	тавакъа		‘просьба’	Udi	udii1243	zabitov2001		1584	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2681	479	миннат			Bezhta	bezh1248	zabitov2001		1585	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2684	479	маннат			Budukh	budu1248	zabitov2001		1586	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2687	479	минот		‘просьба’	Chamalal	cham1309	zabitov2001		1588	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2683	479	миннат			Lak	lakk1252	zabitov2001		1585	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2685	479	минет			Lezgian	lezg1247	zabitov2001		1587	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2686	479	минет			Rutul	rutu1240	zabitov2001		1587	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2682	479	миннат			Tsez	dido1241	zabitov2001		1585	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2689	480	тIалаб			Avar	avar1256	zabitov2001		1590	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2692	480	тIалаб			Bezhta	bezh1248	zabitov2001		1590	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2697	480	телеб			Budukh	budu1248	zabitov2001		1591	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2690	480	тIалаб			Chamalal	cham1309	zabitov2001		1590	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2693	480	тIалаб			Dargwa	darg1241	zabitov2001		1590	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2688	480	тIалав (дан)		'требовать'	Lak	lakk1252	zabitov2001		1589	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2698	480	тIалав (бан)		‘требование, запрос, просьба’	Lak	lakk1252	zabitov2001		1592	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2694	480	тIалаб			Lezgian	lezg1247	zabitov2001		1590	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2696	480	тIалаб			Rutul	rutu1240	zabitov2001		1590	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2695	480	тIалаб			Tabasaran	taba1259	zabitov2001		1590	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2691	480	тIалаб			Tsez	dido1241	zabitov2001		1590	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2703	481	ихтияр			Agul	aghu1253	zabitov2001		1593	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2699	481	ихтияр			Avar	avar1256	zabitov2001		1593	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2706	481	ихтийар			Bezhta	bezh1248	zabitov2001		1594	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2705	481	ихтийар			Chamalal	cham1309	zabitov2001		1594	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2700	481	ихтияр			Lak	lakk1252	zabitov2001		1593	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2701	481	ихтияр			Lezgian	lezg1247	zabitov2001		1593	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2704	481	ихтияр			Rutul	rutu1240	zabitov2001		1593	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2702	481	ихтияр			Tabasaran	taba1259	zabitov2001		1593	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2707	481	ихтийар		‘право, правомочие, полномочие; разрешение, позволение; распоряжение; воля’	Tsez	dido1241	zabitov2001		1594	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2710	482	изну			Archi	arch1244	zabitov2001		1595	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2708	482	изну			Avar	avar1256	zabitov2001		1595	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2709	482	изну			Chamalal	cham1309	zabitov2001		1595	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2712	482	изму			Lak	lakk1252	zabitov2001		1596	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2713	482	изин		‘позволение’	Lezgian	lezg1247	zabitov2001		1597	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2711	482	изму			Tsez	dido1241	zabitov2001		1596	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2714	483	иджаза			Budukh	budu1248	zabitov2001		1598	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2715	483	иджазаь		‘разрешение’	Khinalug	khin1240	zabitov2001		1599	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2716	484	къейд			Lezgian	lezg1247	zabitov2001		1600	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2717	484	къайд		‘примечание; оговорка’	Tabasaran	taba1259	zabitov2001		1601	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2730	485	адам			Archi	arch1244	zabitov2001		1611	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2719	485	гІадан			Avar	avar1256	zabitov2001		1603	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2720	485	аьдаьм			Bezhta	bezh1248	zabitov2001		1604	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2728	485	адам			Botlikh	botl1242	zabitov2001		1611	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2733	485	идми			Budukh	budu1248	zabitov2001		1614	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2721	485	гьадам			Chamalal	cham1309	zabitov2001		1605	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2726	485	адам			Chechen	chec1245	zabitov2001		1611	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2729	485	адам			Dargwa	darg1241	zabitov2001		1611	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2722	485	ъадами//адами			Godoberi	ghod1238	zabitov2001		1606	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2727	485	адам			Ingush	ingu1240	zabitov2001		1611	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2734	485	хІаьдми		‘человек, мужчина’	Khinalug	khin1240	zabitov2001		1615	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2723	485	адимана			Lak	lakk1252	zabitov2001		1608	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2724	485	итим			Lezgian	lezg1247	zabitov2001		1609	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2732	485	эдеми			Rutul	rutu1240	zabitov2001		1613	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2725	485	адми			Tabasaran	taba1259	zabitov2001		1610	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2718	485	гІадам			Tsez	dido1241	zabitov2001	асах.	1602	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2731	485	адамар			Udi	udii1243	zabitov2001		1612	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2743	486	инсан			Archi	arch1244	zabitov2001		1616	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
2735	486	инсан			Avar	avar1256	zabitov2001		1616	Лексика, выражающая отношения между людьми, общественно-политические и экономические термины, наименования видов хозяйственной деятельности; хозяйственно-экономические термины
